Date,Dispensed Pharmacy,Dispensed Region,Distribution Method,Order Priority,Ship Date,Distribution Costs,Number of Records,Order ID
7/22/2010,Frank Olsen,South,DTP,Medium,7/28/2026,52.2,1,"33,568"
7/22/2010,Kean Nguyen,South,DTP,Medium,7/29/2026,5.26,1,"17,091"
7/22/2010,Emily Grady,West,DTP,Not Specified,7/30/2026,13.22,1,"40,357"
7/22/2010,Justin Hirsh,West,DTP,Not Specified,7/31/2026,3.3,1,"20,807"
7/22/2010,Thea Hendricks,South,Wholesaler,Not Specified,8/1/2026,50,1,"22,465"
7/22/2010,Patricia Hirasaki,West,DTP,Low,8/2/2026,2.99,1,"16,098"
7/22/2010,Muhammed Lee,Central,Wholesaler,Not Specified,8/3/2026,30.06,1,"41,831"
7/22/2010,Justin Hirsh,West,Wholesaler,Not Specified,8/4/2026,30,1,"20,807"
7/22/2010,Grant Carroll,East,Custom Order,Low,8/5/2026,7.86,1,"6,182"
7/22/2010,Patricia Hirasaki,West,DTP,Low,8/6/2026,8.99,1,"16,098"
7/22/2010,Grant Carroll,East,DTP,Low,8/7/2026,6.65,1,"6,182"
7/23/2010,Barry Gonzalez,Central,Custom Order,Critical,8/8/2026,8.4,1,"29,764"
7/23/2010,Sean Miller,West,DTP,Not Specified,8/9/2026,5.6,1,"54,023"
7/23/2010,Saphhira Shifley,West,DTP,Low,8/10/2026,1.97,1,"43,556"
7/24/2010,Russell D'Ascenzo,Central,Wholesaler,Critical,8/11/2026,15.68,1,"57,574"
7/24/2010,Clay Ludtke,South,DTP,Critical,8/12/2026,2.04,1,"17,218"
7/25/2010,Luke Schmidt,South,DTP,Critical,8/13/2026,0.94,1,"40,388"
7/26/2010,Scot Coram,West,Wholesaler,High,8/14/2026,115.3,1,"27,201"
7/26/2010,Kean Nguyen,South,Custom Order,Medium,8/15/2026,4.5,1,"30,727"
7/26/2010,William Brown,South,DTP,Not Specified,8/16/2026,8.99,1,"5,254"
7/27/2010,Cynthia Voltz,South,DTP,Not Specified,8/17/2026,4,1,"37,831"
7/27/2010,Harry Marie,Central,Wholesaler,Low,8/18/2026,64.2,1,"23,174"
7/27/2010,Harry Marie,Central,DTP,Low,8/19/2026,7.04,1,"23,174"
7/27/2010,Daniel Lacy,West,DTP,Low,8/20/2026,8.78,1,"32,903"
7/28/2010,Toby Grace,South,Wholesaler,Critical,8/21/2026,15.59,1,"23,812"
7/28/2010,Jenna Caffey,West,DTP,High,8/22/2026,24.49,1,"11,684"
7/28/2010,Brendan Sweed,Central,DTP,Low,8/23/2026,3.04,1,"42,982"
7/28/2010,Brendan Sweed,Central,Custom Order,Low,8/24/2026,24.49,1,"42,982"
7/29/2010,Darren Powers,West,DTP,Low,8/25/2026,37.58,1,"55,813"
7/29/2010,Barbara Fisher,South,Wholesaler,Medium,8/26/2026,30,1,"49,153"
7/29/2010,Kristina Nunn,West,DTP,Medium,8/27/2026,4.2,1,"16,161"
7/29/2010,Kristina Nunn,West,DTP,Medium,8/28/2026,0.71,1,"16,161"
7/29/2010,Marina Lichtenstein,Central,DTP,Low,8/29/2026,4.75,1,"11,782"
7/29/2010,Marina Lichtenstein,Central,DTP,Low,8/30/2026,13.99,1,"11,782"
7/30/2010,Nona Balk,South,DTP,Critical,8/31/2026,5.29,1,"44,423"
7/30/2010,Neil French,South,DTP,Not Specified,9/1/2026,5.14,1,"26,310"
7/30/2010,Darrin Van Huff,South,Custom Order,Medium,9/2/2026,8.08,1,"40,901"
7/30/2010,Toby Carlisle,South,DTP,Low,9/3/2026,0.91,1,"36,864"
7/30/2010,Darrin Van Huff,South,DTP,Medium,9/4/2026,4.07,1,"40,901"
7/30/2010,Neil French,South,DTP,Not Specified,9/5/2026,1.39,1,"26,310"
7/30/2010,Raymond Fair,West,DTP,High,9/6/2026,1.86,1,"20,932"
7/30/2010,Jonathan Doherty,Central,Wholesaler,High,9/7/2026,53.03,1,"52,678"
7/30/2010,Michelle Lonsdale,East,DTP,Low,9/8/2026,0.99,1,"59,234"
7/30/2010,Sean Miller,West,Custom Order,Low,9/9/2026,7.69,1,"5,699"
7/30/2010,Sean Miller,West,DTP,Low,9/10/2026,0.99,1,"5,699"
7/30/2010,Michelle Lonsdale,East,Wholesaler,Low,9/11/2026,14.19,1,"59,234"
7/31/2010,Arthur Prichep,West,DTP,Medium,9/12/2026,6.93,1,"26,469"
7/31/2010,Logan Haushalter,Central,DTP,Medium,9/13/2026,6.65,1,"16,352"
7/31/2010,Susan Pistek,South,DTP,Low,9/14/2026,24.49,1,"27,616"
7/31/2010,Arthur Prichep,West,DTP,Medium,9/15/2026,19.99,1,"26,469"
8/1/2010,Cindy Chapman,West,Custom Order,Critical,9/16/2026,5.81,1,"2,562"
8/1/2010,Steven Roelle,East,DTP,Critical,9/17/2026,49,1,"56,384"
8/1/2010,Paul Prost,South,Wholesaler,Not Specified,9/18/2026,39.25,1,"11,808"
8/1/2010,Cindy Chapman,West,DTP,Critical,9/19/2026,11.25,1,"2,562"
8/1/2010,Steven Roelle,East,Wholesaler,Critical,9/20/2026,69.64,1,"56,384"
8/1/2010,Cindy Chapman,West,DTP,Critical,9/21/2026,1.99,1,"2,562"
8/2/2010,Rick Bensley,Central,DTP,Low,9/22/2026,2.99,1,"47,399"
8/2/2010,MaryBeth Skach,West,Custom Order,Not Specified,9/23/2026,4.98,1,"13,988"
8/2/2010,Eric Hoffmann,Central,DTP,High,9/24/2026,8.99,1,"11,431"
8/2/2010,MaryBeth Skach,West,DTP,Not Specified,9/25/2026,5.32,1,"13,988"
8/2/2010,MaryBeth Skach,West,DTP,Not Specified,9/26/2026,7.69,1,"13,988"
8/2/2010,Eric Hoffmann,Central,DTP,High,9/27/2026,2.87,1,"11,431"
8/2/2010,Jim Epp,West,DTP,High,9/28/2026,1.99,1,"31,302"
8/2/2010,Clay Cheatham,Central,Wholesaler,Not Specified,9/29/2026,8.73,1,"2,247"
8/3/2010,Victoria Brennan,East,DTP,Low,9/30/2026,69,1,"33,445"
8/3/2010,Justin MacKendrick,South,DTP,Critical,10/1/2026,1.99,1,"52,039"
8/3/2010,Victoria Brennan,East,Wholesaler,Low,10/2/2026,62.58,1,"33,445"
8/4/2010,Liz Thompson,East,DTP,Not Specified,10/3/2026,6.16,1,"26,691"
8/4/2010,Steve Carroll,East,DTP,High,10/4/2026,3.37,1,"37,412"
8/5/2010,Claudia Miner,East,DTP,Not Specified,10/5/2026,2.99,1,933
8/5/2010,Doug O'Connell,West,DTP,Critical,10/6/2026,5.16,1,"54,886"
8/5/2010,Maxwell Schwartz,West,DTP,Critical,10/7/2026,2,1,"52,197"
8/5/2010,Pierre Wener,West,DTP,High,10/8/2026,2.89,1,"33,761"
8/5/2010,Ralph Kennedy,West,Custom Order,Not Specified,10/9/2026,5.33,1,"36,803"
8/5/2010,Jim Karlsson,Central,DTP,Critical,10/10/2026,1.25,1,"8,167"
8/5/2010,Jim Karlsson,Central,DTP,Critical,10/11/2026,6.22,1,"8,167"
8/5/2010,Don Miller,East,DTP,High,10/12/2026,0.7,1,"1,540"
8/5/2010,Maxwell Schwartz,West,DTP,Critical,10/13/2026,6.88,1,"52,197"
8/5/2010,Ralph Kennedy,West,DTP,Not Specified,10/14/2026,0.99,1,"36,803"
8/5/2010,Ralph Kennedy,West,DTP,Not Specified,10/15/2026,2.5,1,"36,803"
8/6/2010,Deanra Eno,South,DTP,High,10/16/2026,6.24,1,"18,849"
8/6/2010,Michelle Ellison,West,DTP,High,10/17/2026,4.53,1,"30,597"
8/6/2010,Bryan Davis,Central,DTP,Medium,10/18/2026,6.57,1,"16,423"
8/6/2010,Liz Willingham,South,DTP,Critical,10/19/2026,14.87,1,"27,299"
8/6/2010,Deanra Eno,South,DTP,High,10/20/2026,8.78,1,"18,849"
8/6/2010,Michelle Ellison,West,DTP,High,10/21/2026,2.03,1,"30,597"
8/6/2010,Christina Vanderzanden,West,Wholesaler,Low,10/22/2026,56.14,1,"59,909"
8/6/2010,Christina Vanderzanden,West,Custom Order,Low,10/23/2026,7.28,1,"59,909"
8/7/2010,Sean O'Donnell,South,DTP,Medium,10/24/2026,6.74,1,"28,454"
8/7/2010,Nathan Gelder,West,DTP,High,10/25/2026,10.39,1,"11,398"
8/7/2010,Nathan Gelder,West,DTP,High,10/26/2026,0.81,1,"11,398"
8/8/2010,Theone Pippenger,East,Wholesaler,High,10/27/2026,51.94,1,"51,365"
8/8/2010,Brooke Gillingham,South,Wholesaler,High,10/28/2026,14.7,1,"25,861"
8/8/2010,Theone Pippenger,East,DTP,High,10/29/2026,5.57,1,"51,365"
8/8/2010,Nick Radford,South,DTP,Not Specified,10/30/2026,19.99,1,"15,296"
8/8/2010,Barry Weirich,South,Wholesaler,Medium,10/31/2026,16.06,1,"44,323"
8/8/2010,Barry Franz,West,DTP,Low,11/1/2026,7.86,1,"45,670"
8/8/2010,Ionia McGrath,South,Wholesaler,Low,11/2/2026,147.12,1,"32,327"
8/9/2010,Andy Reiter,South,DTP,Medium,11/3/2026,9.45,1,"13,543"
8/10/2010,Brian DeCherney,West,DTP,High,11/4/2026,7.19,1,"49,442"
8/10/2010,Becky Pak,South,Wholesaler,Critical,11/5/2026,48.26,1,"42,436"
8/10/2010,Giulietta Baptist,Central,DTP,Low,11/6/2026,4,1,"42,400"
8/10/2010,Michelle Lonsdale,East,Wholesaler,Critical,11/7/2026,28.63,1,"45,440"
8/10/2010,Dionis Lloyd,South,Wholesaler,High,11/8/2026,62.94,1,"48,774"
8/10/2010,Giulietta Baptist,Central,DTP,Low,11/9/2026,6.5,1,"42,400"
8/10/2010,Michelle Tran,West,DTP,Low,11/10/2026,5.13,1,"9,347"
8/11/2010,John Castell,East,DTP,Low,11/11/2026,0.5,1,"38,656"
8/11/2010,Nora Price,East,DTP,Medium,11/12/2026,19.99,1,"28,738"
8/11/2010,Thomas Brumley,West,Custom Order,Low,11/13/2026,3,1,"8,801"
8/11/2010,Nora Price,East,DTP,Medium,11/14/2026,6.19,1,"28,738"
8/11/2010,Randy Bradley,South,DTP,Not Specified,11/15/2026,19.99,1,"35,299"
8/11/2010,Naresj Patel,West,Wholesaler,High,11/16/2026,28.66,1,"23,748"
8/11/2010,Jason Klamczynski,Central,DTP,Low,11/17/2026,1.92,1,"8,293"
8/11/2010,Rob Williams,South,DTP,Low,11/18/2026,6.22,1,"54,630"
8/11/2010,Thomas Brumley,West,Custom Order,Low,11/19/2026,48.2,1,"8,801"
8/11/2010,Jason Klamczynski,Central,DTP,Low,11/20/2026,1.1,1,"8,293"
8/11/2010,John Castell,East,Wholesaler,Low,11/21/2026,26.2,1,"38,656"
8/11/2010,John Castell,East,DTP,Low,11/22/2026,5.34,1,"38,656"
8/12/2010,Hilary Holden,Central,DTP,High,11/23/2026,6.93,1,"47,846"
8/12/2010,Hilary Holden,Central,DTP,High,11/24/2026,13.99,1,"47,846"
8/12/2010,Hilary Holden,Central,DTP,High,11/25/2026,27.03,1,"47,846"
8/12/2010,Karen Seio,South,DTP,Critical,11/26/2026,7.07,1,"29,376"
8/13/2010,Matthew Clasen,South,DTP,Low,11/27/2026,0.95,1,"45,860"
8/13/2010,Ashley Jarboe,West,DTP,Low,11/28/2026,5.81,1,"39,490"
8/13/2010,Muhammed Lee,Central,DTP,High,11/29/2026,22.98,1,"13,284"
8/13/2010,Nathan Mautz,South,DTP,Not Specified,11/30/2026,5.86,1,"27,078"
8/13/2010,Dianna Vittorini,West,DTP,Medium,12/1/2026,2.39,1,"20,002"
8/13/2010,Matt Abelman,East,DTP,Critical,12/2/2026,0.5,1,"19,905"
8/13/2010,Tanja Norvell,West,DTP,Medium,12/3/2026,19.99,1,"29,347"
8/13/2010,Matt Abelman,East,Wholesaler,Critical,12/4/2026,64.59,1,"19,905"
8/13/2010,Ashley Jarboe,West,Wholesaler,Low,12/5/2026,60,1,"39,490"
8/13/2010,Maya Herman,South,DTP,Low,12/6/2026,0.99,1,"58,883"
8/14/2010,Dan Campbell,South,DTP,Medium,12/7/2026,7.01,1,"10,948"
8/14/2010,Victoria Brennan,East,DTP,High,12/8/2026,1.99,1,"48,000"
8/15/2010,Katherine Hughes,West,DTP,High,12/9/2026,4.5,1,"51,175"
8/15/2010,Quincy Jones,South,DTP,Medium,12/10/2026,2.99,1,"24,608"
8/15/2010,Katherine Hughes,West,DTP,High,12/11/2026,24.49,1,"51,175"
8/15/2010,Richard Bierner,West,DTP,Medium,12/12/2026,1.3,1,"50,532"
8/15/2010,Liz Thompson,East,DTP,Medium,12/13/2026,0.7,1,"42,596"
8/15/2010,Bobby Elias,South,DTP,High,12/14/2026,6.27,1,"2,500"
8/15/2010,Mike Vittorini,West,DTP,Medium,12/15/2026,4.08,1,"4,294"
8/15/2010,Richard Bierner,West,DTP,Medium,12/16/2026,2.99,1,"50,532"
8/16/2010,Nick Radford,South,DTP,Medium,12/17/2026,5.92,1,"5,635"
8/16/2010,Nick Radford,South,DTP,Medium,12/18/2026,7.19,1,"5,635"
8/16/2010,Arthur Prichep,West,DTP,Medium,12/19/2026,5.99,1,"54,209"
8/16/2010,Christine Phan,South,DTP,Medium,12/20/2026,7.78,1,"8,454"
8/17/2010,Cynthia Arntzen,Central,DTP,Not Specified,12/21/2026,5.74,1,"11,108"
8/17/2010,Mitch Gastineau,East,DTP,Critical,12/22/2026,5.99,1,"39,425"
8/17/2010,Nathan Mautz,South,DTP,Critical,12/23/2026,0.78,1,"39,877"
8/17/2010,Alex Russell,South,DTP,High,12/24/2026,5,1,"36,038"
8/17/2010,Joni Blumstein,East,DTP,Low,12/25/2026,19.99,1,"13,601"
8/18/2010,Eva Jacobs,West,DTP,Low,12/26/2026,35,1,"56,930"
8/18/2010,Valerie Dominguez,Central,DTP,Critical,12/27/2026,4.5,1,487
8/18/2010,Edward Hooks,East,DTP,High,12/28/2026,5.66,1,"38,884"
8/18/2010,Edward Hooks,East,Wholesaler,High,12/29/2026,54.12,1,"38,884"
8/18/2010,Eva Jacobs,West,DTP,Low,12/30/2026,0.7,1,"56,930"
8/19/2010,Christopher Martinez,Central,DTP,Medium,12/31/2026,49,1,"3,907"
8/19/2010,Christopher Martinez,Central,Custom Order,Medium,1/1/2027,5.5,1,"3,907"
8/19/2010,Cathy Armstrong,Central,DTP,Critical,1/2/2027,35,1,"25,571"
8/19/2010,Christopher Martinez,Central,DTP,Medium,1/3/2027,15.1,1,"3,907"
8/19/2010,Toby Grace,South,DTP,Low,1/4/2027,2.03,1,"6,018"
8/19/2010,Toby Grace,South,DTP,Low,1/5/2027,13.88,1,"6,018"
8/19/2010,Sally Hughsby,South,Custom Order,Low,1/6/2027,5.03,1,"31,173"
8/19/2010,Mike Kennedy,East,DTP,Low,1/7/2027,8.65,1,"31,297"
8/19/2010,Mike Kennedy,East,DTP,Low,1/8/2027,4.92,1,"31,297"
8/20/2010,Raymond Fair,West,DTP,Medium,1/9/2027,0.49,1,"58,084"
8/20/2010,David Philippe,East,DTP,High,1/10/2027,9.2,1,"32,230"
8/20/2010,Yoseph Carroll,East,DTP,Not Specified,1/11/2027,7.69,1,"32,610"
8/20/2010,Yoseph Carroll,East,DTP,Not Specified,1/12/2027,8.37,1,"32,610"
8/20/2010,Bill Eplett,South,DTP,Not Specified,1/13/2027,5.66,1,"40,608"
8/20/2010,Bill Eplett,South,DTP,Not Specified,1/14/2027,9.54,1,"40,608"
8/20/2010,Raymond Fair,West,DTP,Medium,1/15/2027,1.77,1,"58,084"
8/20/2010,Peter Buhler,Central,Wholesaler,Low,1/16/2027,29.21,1,"20,096"
8/21/2010,Ed Braxton,West,DTP,Critical,1/17/2027,6.22,1,"4,099"
8/21/2010,Ed Braxton,West,DTP,Critical,1/18/2027,7.29,1,"4,099"
8/21/2010,Shahid Hopkins,West,DTP,Medium,1/19/2027,6.27,1,"11,875"
8/21/2010,Ann Steele,West,Wholesaler,High,1/20/2027,53.48,1,"36,101"
8/21/2010,Troy Staebel,South,DTP,High,1/21/2027,20.71,1,"17,953"
8/21/2010,Ed Braxton,West,DTP,Critical,1/22/2027,8.99,1,"4,099"
8/21/2010,Yana Sorensen,West,DTP,Medium,1/23/2027,4.98,1,"36,294"
8/21/2010,Troy Staebel,South,Wholesaler,High,1/24/2027,60,1,"17,953"
8/21/2010,Ed Braxton,West,DTP,Critical,1/25/2027,5.76,1,"4,099"
8/22/2010,Michael Stewart,West,DTP,Critical,1/26/2027,1.99,1,"4,896"
8/22/2010,Theresa Swint,Central,DTP,Critical,1/27/2027,0.99,1,"34,148"
8/22/2010,Michael Stewart,West,Custom Order,Critical,1/28/2027,5.99,1,"4,896"
8/22/2010,Karl Brown,West,DTP,Critical,1/29/2027,5.53,1,"25,313"
8/22/2010,Michael Stewart,West,DTP,Critical,1/30/2027,5.59,1,"4,896"
8/23/2010,Michael Granlund,East,DTP,Not Specified,1/31/2027,6.72,1,"3,361"
8/23/2010,Frank Atkinson,South,Custom Order,High,2/1/2027,5.92,1,"24,067"
8/23/2010,Michael Granlund,East,DTP,Not Specified,2/2/2027,2.27,1,"3,361"
8/23/2010,Frank Atkinson,South,DTP,High,2/3/2027,7.5,1,"24,067"
8/23/2010,Frank Atkinson,South,Custom Order,High,2/4/2027,5.26,1,"24,067"
8/23/2010,Sonia Cooley,East,DTP,Medium,2/5/2027,7.49,1,"44,869"
8/23/2010,Laura Armstrong,South,DTP,High,2/6/2027,11.15,1,"49,350"
8/24/2010,Phillip Flathmann,Central,DTP,Medium,2/7/2027,19.51,1,"8,039"
8/24/2010,David Flashing,West,DTP,Medium,2/8/2027,1.01,1,"16,452"
8/24/2010,Jennifer Ferguson,South,DTP,Critical,2/9/2027,8.99,1,"36,709"
8/24/2010,Ionia McGrath,South,DTP,Low,2/10/2027,14.3,1,"1,185"
8/25/2010,Tony Sayre,East,DTP,High,2/11/2027,6.65,1,"33,031"
8/25/2010,Tony Sayre,East,Wholesaler,High,2/12/2027,15.68,1,"33,031"
8/27/2010,Michael Moore,Central,DTP,Critical,2/13/2027,5.26,1,"2,497"
8/27/2010,Alan Hwang,South,DTP,High,2/14/2027,5,1,"20,933"
8/27/2010,Benjamin Patterson,West,DTP,High,2/15/2027,35,1,"31,460"
8/28/2010,Maribeth Schnelling,Central,DTP,Medium,2/16/2027,1.99,1,"1,504"
8/28/2010,Dan Campbell,South,DTP,High,2/17/2027,1.39,1,"39,266"
8/28/2010,Tim Taslimi,Central,DTP,Medium,2/18/2027,8.99,1,"43,682"
8/28/2010,Dan Campbell,South,DTP,High,2/19/2027,49.5,1,"39,266"
8/29/2010,Ritsa Hightower,East,Custom Order,High,2/20/2027,3.61,1,"23,489"
8/29/2010,Muhammed Yedwab,East,DTP,High,2/21/2027,6.46,1,"7,267"
8/29/2010,Becky Martin,South,DTP,Not Specified,2/22/2027,24.49,1,"23,616"
8/29/2010,Annie Thurman,West,DTP,Critical,2/23/2027,1.49,1,"28,544"
8/29/2010,Amy Hunt,Central,DTP,High,2/24/2027,5.86,1,"52,676"
8/29/2010,Don Jones,East,DTP,Low,2/25/2027,5.26,1,"33,186"
8/29/2010,Katherine Ducich,West,DTP,High,2/26/2027,1.39,1,"52,580"
8/29/2010,Katherine Ducich,West,DTP,High,2/27/2027,1.99,1,"52,580"
8/29/2010,Becky Castell,East,Wholesaler,Not Specified,2/28/2027,30,1,"18,113"
8/30/2010,Sibella Parks,East,DTP,Medium,3/1/2027,0.5,1,"38,178"
8/30/2010,Thea Hudgings,Central,DTP,High,3/2/2027,6.3,1,"59,361"
8/30/2010,Allen Golden,South,DTP,Critical,3/3/2027,9.8,1,"22,434"
8/30/2010,Cynthia Arntzen,Central,Custom Order,Critical,3/4/2027,8.19,1,"13,575"
8/30/2010,Mark Cousins,East,Wholesaler,High,3/5/2027,61.76,1,"31,232"
8/31/2010,Sylvia Foulston,East,DTP,High,3/6/2027,12.39,1,"50,565"
8/31/2010,Vicky Freymann,West,DTP,Medium,3/7/2027,1.25,1,"26,981"
8/31/2010,Allen Armold,West,Wholesaler,High,3/8/2027,56.14,1,"58,369"
8/31/2010,Ken Lonsdale,South,DTP,Critical,3/9/2027,11.63,1,"9,155"
8/31/2010,Allen Armold,West,DTP,High,3/10/2027,6.05,1,"58,369"
8/31/2010,Cindy Stewart,West,DTP,High,3/11/2027,10.75,1,"14,439"
8/31/2010,Vicky Freymann,West,DTP,Medium,3/12/2027,6.25,1,"26,981"
8/31/2010,Larry Tron,South,DTP,Not Specified,3/13/2027,1.17,1,"40,007"
8/31/2010,Adrian Shami,Central,Wholesaler,Critical,3/14/2027,58.2,1,"52,230"
9/2/2010,Muhammed MacIntyre,East,DTP,High,3/15/2027,5.89,1,"37,253"
9/2/2010,Jennifer Patt,South,DTP,Medium,3/16/2027,1.09,1,"43,588"
9/2/2010,Sarah Brown,South,DTP,Critical,3/17/2027,0.99,1,"43,270"
9/2/2010,Alejandro Grove,West,DTP,Not Specified,3/18/2027,4.93,1,"30,054"
9/2/2010,Roland Fjeld,West,DTP,Not Specified,3/19/2027,1.99,1,"25,797"
9/2/2010,Jennifer Patt,South,Wholesaler,Medium,3/20/2027,59.24,1,"43,588"
9/3/2010,Maria Zettner,South,Custom Order,High,3/21/2027,2.5,1,"40,193"
9/3/2010,Bill Donatelli,East,DTP,Not Specified,3/22/2027,3.37,1,"13,345"
9/3/2010,Hunter Lopez,South,DTP,Critical,3/23/2027,4.81,1,"25,666"
9/3/2010,Adam Hart,East,Custom Order,Not Specified,3/24/2027,0.5,1,"33,702"
9/3/2010,Bill Donatelli,East,DTP,Not Specified,3/25/2027,2.39,1,"13,345"
9/3/2010,Hunter Lopez,South,DTP,Critical,3/26/2027,19.99,1,"25,666"
9/3/2010,Anna Chung,West,DTP,Critical,3/27/2027,5.72,1,"20,066"
9/3/2010,Tony Sayre,East,DTP,Low,3/28/2027,3.05,1,"25,985"
9/3/2010,Anna Chung,West,DTP,Critical,3/29/2027,8.74,1,"20,066"
9/3/2010,Tony Sayre,East,DTP,Low,3/30/2027,0.71,1,"25,985"
9/3/2010,Brendan Murry,South,DTP,Low,3/31/2027,2.5,1,"39,808"
9/3/2010,Brendan Murry,South,DTP,Low,4/1/2027,9.83,1,"39,808"
9/4/2010,Christopher Conant,Central,DTP,Low,4/2/2027,1.49,1,"57,152"
9/4/2010,David Flashing,West,DTP,High,4/3/2027,4,1,"15,781"
9/4/2010,Scott Cohen,West,Wholesaler,High,4/4/2027,56.14,1,"40,802"
9/4/2010,Brian Stugart,East,DTP,Critical,4/5/2027,4,1,"49,094"
9/4/2010,Thea Hendricks,South,DTP,Not Specified,4/6/2027,19.99,1,"4,581"
9/4/2010,Christopher Conant,Central,DTP,Low,4/7/2027,1.39,1,"57,152"
9/5/2010,Harold Ryan,East,DTP,Critical,4/8/2027,6.5,1,"2,560"
9/5/2010,Harold Ryan,East,DTP,Critical,4/9/2027,5.49,1,"2,560"
9/5/2010,Naresj Patel,West,DTP,Low,4/10/2027,8.23,1,"39,555"
9/5/2010,Harold Engle,Central,Wholesaler,Low,4/11/2027,51.94,1,"16,231"
9/6/2010,Cynthia Arntzen,Central,DTP,Medium,4/12/2027,7.17,1,"22,182"
9/6/2010,Arthur Wiediger,South,DTP,Not Specified,4/13/2027,8.08,1,"23,649"
9/6/2010,Anthony Witt,West,Wholesaler,High,4/14/2027,54.11,1,"14,695"
9/6/2010,Cynthia Arntzen,Central,Custom Order,Medium,4/15/2027,10.25,1,"22,182"
9/6/2010,Hallie Redmond,South,Custom Order,Not Specified,4/16/2027,5.33,1,"2,147"
9/6/2010,Carlos Soltero,Central,DTP,Low,4/17/2027,5.34,1,"52,130"
9/6/2010,Carlos Soltero,Central,DTP,Low,4/18/2027,18.98,1,"52,130"
9/6/2010,Suzanne McNair,South,Wholesaler,Medium,4/19/2027,69.64,1,"56,548"
9/6/2010,Cynthia Arntzen,Central,DTP,Medium,4/20/2027,4,1,"22,182"
9/6/2010,Anna Andreadi,South,DTP,Critical,4/21/2027,69,1,"30,660"
9/6/2010,Arthur Wiediger,South,DTP,Not Specified,4/22/2027,4.2,1,"23,649"
9/6/2010,Rob Dowd,West,DTP,Low,4/23/2027,1.49,1,"34,852"
9/7/2010,Barry Franz,West,DTP,Not Specified,4/24/2027,24.49,1,"1,991"
9/7/2010,Barry Franz,West,Wholesaler,Not Specified,4/25/2027,12.06,1,"1,991"
9/7/2010,Fred McMath,East,DTP,High,4/26/2027,5.15,1,"34,309"
9/7/2010,Denny Ordway,West,Wholesaler,Low,4/27/2027,28.06,1,"54,086"
9/8/2010,Raymond Book,East,DTP,Medium,4/28/2027,19.99,1,"29,536"
9/8/2010,Odella Nelson,West,DTP,Medium,4/29/2027,2.4,1,"43,713"
9/8/2010,Raymond Book,East,Wholesaler,Medium,4/30/2027,15.66,1,"29,536"
9/8/2010,Raymond Book,East,Wholesaler,Medium,5/1/2027,64.66,1,"29,536"
9/9/2010,Andrew Gjertsen,East,DTP,Medium,5/2/2027,0.5,1,"59,202"
9/9/2010,Andrew Gjertsen,East,DTP,Medium,5/3/2027,2.27,1,"59,202"
9/9/2010,Laurel Elliston,West,DTP,Critical,5/4/2027,4,1,"36,743"
9/9/2010,Nick Crebassa,South,Wholesaler,Low,5/5/2027,61.76,1,"18,661"
9/9/2010,Nick Crebassa,South,Wholesaler,Low,5/6/2027,58.2,1,"18,661"
9/10/2010,Tracy Poddar,West,DTP,Medium,5/7/2027,9.83,1,"11,874"
9/10/2010,Lycoris Saunders,Central,DTP,Medium,5/8/2027,0.5,1,"32,804"
9/10/2010,Rachel Payne,Central,DTP,Medium,5/9/2027,7.37,1,"31,744"
9/10/2010,Lycoris Saunders,Central,DTP,Medium,5/10/2027,5.26,1,"32,804"
9/10/2010,Tracy Poddar,West,DTP,Medium,5/11/2027,8.65,1,"11,874"
9/10/2010,Doug Jacobs,South,DTP,Medium,5/12/2027,19.99,1,"17,959"
9/10/2010,Doug Jacobs,South,DTP,Medium,5/13/2027,24.49,1,"17,959"
9/11/2010,Greg Tran,Central,Custom Order,High,5/14/2027,14.3,1,"43,332"
9/11/2010,Logan Haushalter,Central,DTP,High,5/15/2027,8.99,1,"58,278"
9/11/2010,Hilary Holden,Central,DTP,Low,5/16/2027,5,1,"11,362"
9/11/2010,Hilary Holden,Central,DTP,Low,5/17/2027,13.99,1,"11,362"
9/11/2010,Chuck Clark,East,DTP,Critical,5/18/2027,9.31,1,"7,552"
9/11/2010,Logan Haushalter,Central,DTP,High,5/19/2027,0.99,1,"58,278"
9/11/2010,Hilary Holden,Central,DTP,Low,5/20/2027,8.99,1,"11,362"
9/11/2010,Hilary Holden,Central,DTP,Low,5/21/2027,24.49,1,"11,362"
9/12/2010,Edward Nazzal,South,DTP,Not Specified,5/22/2027,5.47,1,"19,653"
9/12/2010,Stefania Perrino,South,DTP,Critical,5/23/2027,14.72,1,"41,766"
9/12/2010,Stefania Perrino,South,Wholesaler,Critical,5/24/2027,28.14,1,"41,766"
9/13/2010,Maya Herman,South,DTP,Low,5/25/2027,5.81,1,"27,302"
9/13/2010,Maya Herman,South,DTP,Low,5/26/2027,8.78,1,"27,302"
9/13/2010,Lindsay Williams,Central,DTP,Not Specified,5/27/2027,13.99,1,"47,622"
9/13/2010,Grant Donatelli,Central,Custom Order,Not Specified,5/28/2027,2.5,1,"46,212"
9/13/2010,Nora Price,East,DTP,Not Specified,5/29/2027,0.5,1,"49,862"
9/13/2010,Grant Donatelli,Central,Wholesaler,Not Specified,5/30/2027,45.7,1,"46,212"
9/13/2010,Roy Skaria,Central,DTP,Low,5/31/2027,6.74,1,"4,578"
9/13/2010,Roy Skaria,Central,DTP,Low,6/1/2027,6.67,1,"4,578"
9/13/2010,Roy Skaria,Central,DTP,Low,6/2/2027,13.32,1,"4,578"
